created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun May 05 15:45:56 +0000 2024;1787146718922072548;"@rosi_neldasari Terima kasih bapak Jokowi yg sudah memajukan Indonesia dgn berbagai pembangunan dibanyak bidang, harga pangan naik menjadikan petani bersuka cita, infrastruktur menjadikan akses keberbagai kota jd lebih cepat, pendidikan n kesehatan gratis, terima kasih 👍";0;0;0;0;in;1769442082941440000;1786794443519259044;tanoyo7902;https://twitter.com/tanoyo7902/status/1787146718922072548
Sun May 05 15:03:00 +0000 2024;1787135915720401014;"Rekomendasi WHO memang melihat POV kondisi setiap negara di dunia. Salah satunya adalah kemudahan akses kepada bahan pangan tersebut (jumlah barang, harga, air bersih, dsb). Ini yang kerap dilupakan.";0;0;6;14;in;51937357;1787135915720401014;irasjafii;https://twitter.com/irasjafii/status/1787135915720401014
Sun May 05 13:53:14 +0000 2024;1787118360473563245;"Halo #SobatBUMN Sebagai upaya dalam menjaga stabilitas harga pangan, @ppitradelog secara rutin berpartisipasi untuk mendukung program Gerakan Pangan Murah (GPM) yang diinisiasi oleh Badan Pangan Nasional/ National Food Agency (NFA) sejak tahun 2023 lalu demi menjaga ketersediaan https://t.co/n3iui4OFf3";0;1;0;0;in;1431823790791532548;1787118360473563245;bumnpwtjitu;https://twitter.com/bumnpwtjitu/status/1787118360473563245
Sun May 05 11:54:31 +0000 2024;1787088484139983139;"@rosi_neldasari Sukses membangun kerajaan dinastinya Sukses menciptakan 10jt lapangan kerja utk RRC Sukses menciptakan harga pangan meroket Sukses mengacak acak demokrasi  Sukses mengantarkan anaknya jd wapres lewat jalur haram konstitusi Adalagi tambahannya geess⁉️ https://t.co/JqvRfOrfvm";0;0;0;0;in;1264273104248942595;1786794443519259044;samahx99;https://twitter.com/samahx99/status/1787088484139983139
Sun May 05 11:03:30 +0000 2024;1787075643630563829;"@Fahrihamzah Dikunjungi si Anu, dirasa bangga krn suatu perhatian.. Agar tak tampak kecewa dg hasil dibawah 4% dan sbentar lagi harga pangan naik, subsidi bbm dihapus dan pajak jd 12% Dibalik histeris itu bakal ada keluhan. Salam Berkelanjutan.";0;0;0;0;in;1202817363587977216;1786301029107290368;shmustofayahoo1;https://twitter.com/shmustofayahoo1/status/1787075643630563829
Sun May 05 11:02:57 +0000 2024;1787075505650651291;"@tomahawkriders @denni_sauya Pertanyaannya kontribusi bagi peningkatan kesejahtraan rakyat itu apa bang bro dgn kenaikan harga bahan pangan, kelangkaan pupuk dll ya  Lihat tuh indeks kesejahtraan rakyat secara keseluruhan dari timur sampai barat  Jangan hanya dalam pembukuan bro";0;1;0;0;in;1473934274768216068;1787066537599479855;SomarwaneSefnat;https://twitter.com/SomarwaneSefnat/status/1787075505650651291
Sun May 05 10:00:25 +0000 2024;1787059770719126015;"@KompasTV Impor terussssss.. katanya negara kaya akan pangan 🤣 yg bikin harga mahal yaaaa dia dia juga 🤣";0;0;0;1;in;47298154;1787027259653787958;ikhsanamakoe;https://twitter.com/ikhsanamakoe/status/1787059770719126015
Sun May 05 09:38:54 +0000 2024;1787054353511284739;"@papa_loren Bapak sama anak kelakuannya sama² ngga nyambung. Yg satu harga pangan bermasalah malah beli dagangan buat dibagi gratis, yg satu orang lagi boikot malah umroh sambil nyeruin boikot pake produk haram";0;0;0;1;in;933198550678114304;1787030710752317474;MochammadIslam;https://twitter.com/MochammadIslam/status/1787054353511284739
Sun May 05 09:18:05 +0000 2024;1787049117266702795;"Minggu ini banyak event dg antusiame luar biasa:  Final Uber Cup &amp  Final Thomas cup 2024 Madrid juara La Liga kerana Barcelona kalah Girona tancap sejarah kali pertama masuk UCL Ipswich yg promosi ke EPL  Btw neh anak kena epek Revolusi mental ataw epek naiknya harga pangan yak? https://t.co/hOzv5I2IaR";0;0;0;0;in;1650029823824400384;1787049117266702795;5lamate;https://twitter.com/5lamate/status/1787049117266702795
Sun May 05 09:08:59 +0000 2024;1787046826966749464;"Badan Pangan Nasional (Bapanas) memutuskan untuk menaikkan harga beras Bulog SPHP (Stabilisasi Pasokan dan Harga Pangan). https://t.co/PkbAcpMADd";0;0;0;1;in;135795460;1787046826966749464;detikfinance;https://twitter.com/detikfinance/status/1787046826966749464
Sun May 05 09:07:17 +0000 2024;1787046397478674438;"@opposite6892 Kelakuan sama kyk Bapaknya, turun ke pasar bukannya ngasih solusi ttg kenaikan harga bahan pangan atau kesusahan utk pangan malah beli dagangan warga utk dibagikan cuma cuma doang. Bodoh ternyata menular gini ya";0;0;0;0;in;933198550678114304;1786986901733626263;MochammadIslam;https://twitter.com/MochammadIslam/status/1787046397478674438
Sun May 05 08:56:01 +0000 2024;1787043561537692093;"@ABjodohComeback Potret buram rakyat yg makin hari makin kejepit dngn harga pangan yg mulai tak terkendali dan susah ny mencari pekerjaan..  Disatu sisi liat pejabat dngn segala kemewahannya..  Dan ini nyata bnyk terjadi disekitar kita..";0;1;0;1;in;1392858958977638406;1786951187213996130;cha_malla;https://twitter.com/cha_malla/status/1787043561537692093
Sun May 05 08:19:07 +0000 2024;1787034275063443686;"Perum Bulog resmi menaikkan harga jual beras Stabilisasi Pasokan dan Harga Pangan (SPHP) atau beras bulog per 1 Mei 2024. #bisnisupdate #update #Bisnis #text https://t.co/3wRJSQTkfr";0;1;1;3;in;759692754985242625;1787034275063443686;kumparan;https://twitter.com/kumparan/status/1787034275063443686
Sun May 05 08:06:08 +0000 2024;1787031009781063735;"Harga Komoditas Pangan Cenderung Turun, Daging Sapi Justru Naik https://t.co/WfmH5eov7y";0;0;0;1;in;1582972008479920129;1787031009781063735;BloombergTZ;https://twitter.com/BloombergTZ/status/1787031009781063735
Sun May 05 07:32:49 +0000 2024;1787022624675205244;"@rosi_neldasari RI dijajah Cino Rakyat dicekik pajak Rakyat dicekik harga pangan Rakyat melarat ngga boleh ngimpi kuliah Gurita mafia di segala sendi kehidupan";0;0;0;0;in;1654714618768674816;1786794443519259044;cenytha2115501;https://twitter.com/cenytha2115501/status/1787022624675205244
Sun May 05 06:07:46 +0000 2024;1787001218923143322;"Kunci stabilitas harga pangan pokok yang terjangkau adalah Kedaulatan dan Kemandirian Pangan sesuai semangat UU 18/2012 ttg Pangan. Untuk mencapainya harus secara sungguh-sungguh kembali kejatidiri sebagai negara agraris dengan bersamaan melakukan program : Intensifikasi tanaman… https://t.co/lvf8fVVu2H";0;1;0;5;in;1629328532;1787001218923143322;akang_hero;https://twitter.com/akang_hero/status/1787001218923143322
Sun May 05 04:51:23 +0000 2024;1786981997606588693;"@tempodotco ini bukan masalah siap atau tidak siap, ini masalah perlu atau tidak perlunya diadakan satu aturan, Zulkifli Hasan dari PAN ini gemar sekali kerja untuk merepotkan orang banyak,  setelah Permendag 36 2024 yg bikin rusuh itu, penjelasan omong kosong saat harga pangan melambung,…";0;2;1;7;in;132092841;1786963417166995840;Wicaksono_J;https://twitter.com/Wicaksono_J/status/1786981997606588693
Sun May 05 04:19:03 +0000 2024;1786973860493218153;"AWAS AJA KALO HARGA PADI TURUN MEROSOK, GARA² PEMERINTAH SIALAN. Gimana negara mau maju, dari pihak paling dasar buay menyokong pangan aja dicekik sampe gak bisa nafas.";0;0;0;0;in;1218896656835284994;1786973860493218153;jvarmyhope;https://twitter.com/jvarmyhope/status/1786973860493218153
Sun May 05 03:22:16 +0000 2024;1786959569811628350;"@Aryprasetyo85 Mendag terbodoh , tidak  ada solusi masalah pangan , harga sembako semua naik yg di salahkan faktor cuaca &amp  rakyat di suruh di maklumi ...kan pekok !.";0;0;0;1;in;1603598896185253889;1786677732644139320;theband41453401;https://twitter.com/theband41453401/status/1786959569811628350
Sun May 05 01:58:47 +0000 2024;1786938562983940331;"Pemerintah Waspadai Kenaikan Harga Pangan Imbas Gelombang Panas https://t.co/IoBYoXqzJk";0;0;0;1;in;1129936609;1786938562983940331;RRIPrograma3;https://twitter.com/RRIPrograma3/status/1786938562983940331
Sat May 04 23:42:12 +0000 2024;1786904189052063758;"@tham878 Silahkan kaum bajingan berkumpul dengan para bajingan jangan ajak orang2 yg ikhlas Pajak naik 12%, dollar tembus 16rb, harga pangan naik, pendidikan komersil, pekerja tapir asing bertebaran..... Luhut satanic democrazy";0;1;0;2;in;1607741823702962176;1786728910367211825;whycuck;https://twitter.com/whycuck/status/1786904189052063758
Sat May 04 22:18:41 +0000 2024;1786883170375491891;"Bapanas mengungkapkan program GPM bawang merah adalah komitmen kehadiran dari pemerintah dalam menstabilkan harga pangan.  #Bapanas #MainoDwiHartono #GPM  https://t.co/G96tu3Btfp";0;0;0;0;in;1085760348798410753;1786883170375491891;gemasulawesi;https://twitter.com/gemasulawesi/status/1786883170375491891
Sat May 04 22:09:51 +0000 2024;1786880949592240406;"@TirtoID alangkah baiknya bersatu padu menyelesaikan berbagai problem di negara ini, dari kasus korupsi, judol, pinjol, harga pangan, beacukai, kontra intelijen terkait spyware pegasus, kesenjangan ekonomi, akses kesehatan, akses pendidikan, ketidakjelasan hukum,dsb.. agama bukan jawaban";0;0;0;0;in;1233390407884537862;1786690757316993060;Sikidipapap12;https://twitter.com/Sikidipapap12/status/1786880949592240406
Sat May 04 16:26:07 +0000 2024;1786794443519259044;"Sukses membangun kerajaan dinastinya Sukses menciptakan 10jt lapangan kerja utk RRC Sukses menciptakan harga pangan meroket Sukses mengacak acak demokrasi  Sukses mengantarkan anaknya jd wapres lewat jalur haram konstitusi Adalagi tambahannya geess⁉️ https://t.co/NIYNxiApVc";41;1197;264;1027;in;3090370711;1786794443519259044;rosi_neldasari;https://twitter.com/rosi_neldasari/status/1786794443519259044
Sat May 04 15:10:46 +0000 2024;1786775481804800210;"@FOODFESS2 Ya kan harga² pangan naik nder, sedangkan perusahaan berusaha untung di bisnisnya. Mungkin cost nya ada yg dikurangi buat nutupin harga bahan yg serba naik.";0;0;0;0;in;1121047083610300416;1786672542780133642;cheersZzzz;https://twitter.com/cheersZzzz/status/1786775481804800210
Sat May 04 12:05:07 +0000 2024;1786728762157240821;"Harga pangan hari ini menunjukkan pergerakan signifikan, di mana sejumlah komoditas utama seperti beras, minyak goreng, dan gula mengalami kenaikan harga.  https://t.co/MNmv3OFIwu";0;0;0;1;in;350668803;1786728762157240821;indozonemedia;https://twitter.com/indozonemedia/status/1786728762157240821
Sat May 04 11:48:01 +0000 2024;1786724459916988499;"@Wedangan4 Fix  D balik harga komoditi pangan naik D sana lah impor terjdi Kejam kali y para Anbu Hokage d konoha";0;0;0;0;in;1607573507344588800;1786720499009249379;UwohMe;https://twitter.com/UwohMe/status/1786724459916988499
Sat May 04 11:32:17 +0000 2024;1786720499009249379;"Setelah kemarin pejabat yg ngak mau mikir memaklumi harga beberapa komoditi pangan naik karna pekerjanya pada libur hari raya, eh sekarang ada berita kran impor komoditi pangan besar pula... Mau mensejahterakan petani dalam negri atau luar negri tho om pejabat...";0;2;0;3;in;1218394905334050816;1786720499009249379;Wedangan4;https://twitter.com/Wedangan4/status/1786720499009249379
Sat May 04 10:43:33 +0000 2024;1786708235506037079;"Harga Pangan Hari Ini 4 Mei: Beras, Bawang, Telur, hingga Cabai Naik https://t.co/QGnazFHNoi";0;0;0;1;in;118646322;1786708235506037079;Bisniscom;https://twitter.com/Bisniscom/status/1786708235506037079
Sat May 04 10:35:15 +0000 2024;1786706148743401749;"BENAHIN PRODUKSI, HARGA HINGGA DISTRIBUSI PUPUK.. BUKANNYA IMPOR TERUS!!.  PUPUK LANGKA N MAHAL, GABAH N BERAS DI BELI MURAH!!.  MASAK NEGARA KALAH SAMA MAFIA PANGAN??!!.  ATAU JGN2 BANYAK PEJABAT JADI MAFIA PANGAN??!!.   @jokowi @kementan  https://t.co/Rj4lYhGVY4";0;0;0;0;in;891883949571457024;1786706148743401749;M17522147;https://twitter.com/M17522147/status/1786706148743401749
Sat May 04 09:13:44 +0000 2024;1786685630745076170;"@samildshit @ssefnum Hooh sambil nunggu bahan pangan turun harga🛌";0;0;0;0;in;1259232109643722753;1786137920442941468;raaeezzz;https://twitter.com/raaeezzz/status/1786685630745076170
Sat May 04 08:56:15 +0000 2024;1786681233310929376;"Harga beras terkendali dan aman #pangan #beras #Indonesia https://t.co/icdly87nsG";0;1;0;0;in;1562034042190516224;1786681230047764974;ResaniMelissa;https://twitter.com/ResaniMelissa/status/1786681233310929376
Sat May 04 07:55:17 +0000 2024;1786665888256803154;"@penumpangrasa @nialubis_ Coba kamu jelasin bagaimna contract farming bisa membuat harga pangan murah tapi petani bisa meningkat kesejahteraannya ?. Ayoooo..";0;1;0;0;in;173003275;1786343250623942792;Sir_BoyChan;https://twitter.com/Sir_BoyChan/status/1786665888256803154
Sat May 04 07:27:36 +0000 2024;1786658922058895562;"Per 1 Mei 2024 terdapat perubahan harga beras SPHP yang mengacu pada surat Badan Pangan Nasional tentang Penugasan SPHP Beras Tahun 2024. Geser ke kiri untuk simak penjelasan lengkapnya ya, Sobat BULOG! 😉🌾  #BerasBULOG #BerasSPHP #BULOG #BersamaWujudkanKedaulatanPangan https://t.co/r6umzI0iMQ";0;0;1;5;in;160794283;1786658922058895562;PerumBULOG;https://twitter.com/PerumBULOG/status/1786658922058895562
Sat May 04 06:37:32 +0000 2024;1786646323615437136;"&lt div dir="auto" id="isPasted"&gt Kenaikan harga mulai berlaku sejak 1 Mei 2024 berdasarkan surat Badan Pangan Nasional (Bapanas) Nomor: 142/TS/02.02/K/4/2024 tanggal 29 April 2024 tentang penugasan SPHP Beras tahun 2024.&lt /div&gt  https://t.co/H7OB5sOivL";0;0;0;0;in;874558344593195008;1786646323615437136;validnewsid;https://twitter.com/validnewsid/status/1786646323615437136
Sat May 04 06:00:05 +0000 2024;1786636899526009277;"Daftar Harga Bahan Pangan di Malang Hari Ini, 4 Mei 2024 - https://t.co/ynFsZmnOGg https://t.co/IgpbV4r6SO";0;0;0;0;in;1503950077265874947;1786636899526009277;BlokaMedia;https://twitter.com/BlokaMedia/status/1786636899526009277
Sat May 04 05:32:08 +0000 2024;1786629865904787785;"Badan Pangan Nasional (Bapanas) menyajikan daftar harga sembako di Indonesia per awal Mei 2024. Ini selengkapnya. https://t.co/OLoRk5m6SX";0;0;1;2;in;23343960;1786629865904787785;kompascom;https://twitter.com/kompascom/status/1786629865904787785
Sat May 04 05:05:32 +0000 2024;1786623171246109035;"@Bisniscom @ZUL_Hasan kalau ditanya kapan harga - harga pangan turun, bisa jawab ?";0;0;0;0;in;1078550474008084480;1786620289687924946;wongpinter2019;https://twitter.com/wongpinter2019/status/1786623171246109035
Sat May 04 04:56:05 +0000 2024;1786620793457406030;"Bapanas: Inflasi April terjaga hasil sinergi menstabilkan harga pangan https://t.co/ghfdscgbLy";0;0;0;0;in;18071520;1786620793457406030;antaranews;https://twitter.com/antaranews/status/1786620793457406030
Sat May 04 04:13:40 +0000 2024;1786610119918473680;"@ferrykoto @aniesbaswedan @cakimiNOW Dari kebijakan makan siang gratis aja udh aneh, pajak di naikin harga pangan di naikin hadehhh, sekarang mah org butuh kerja bukan makan siang, yg kenyang paling o";0;0;0;0;in;1498990038608400393;1786610119918473680;DaniaSaraswa;https://twitter.com/DaniaSaraswa/status/1786610119918473680
Sat May 04 04:08:16 +0000 2024;1786608760854843781;"April 2024 Tekanan Inflasi Jateng Mereda, Namun Sejumlah Komoditas Pangan Masih Alami Kenaikan Harga  https://t.co/SJipmLSGh7";0;0;0;0;in;219527452;1786608760854843781;suaramerdeka;https://twitter.com/suaramerdeka/status/1786608760854843781
Sat May 04 04:00:38 +0000 2024;1786606838244659470;"pemerintah berhasil tekan harga beras #pangan #beras #stokpangan https://t.co/Wqzvmnops6";0;1;0;1;in;343945359;1786606833597403590;AlvinaAulya;https://twitter.com/AlvinaAulya/status/1786606838244659470
Sat May 04 04:00:37 +0000 2024;1786606833597403590;"Harga beras masih terkendali dan aman #pangan #beras #stokpangan https://t.co/SEM8J0jxTE";0;1;0;1;in;343945359;1786606833597403590;AlvinaAulya;https://twitter.com/AlvinaAulya/status/1786606833597403590
Sat May 04 03:35:06 +0000 2024;1786600411111236010;"Harga Pangan Akhir Pekan: Hampir Semua Komoditas Naik https://t.co/EToCZBkWph";0;0;0;0;in;1582972008479920129;1786600411111236010;BloombergTZ;https://twitter.com/BloombergTZ/status/1786600411111236010
Sat May 04 03:31:04 +0000 2024;1786599399038284177;"Harga Pangan Hari Ini, Bawang Merah Jadi Rp50.640/Kg https://t.co/z2UAF6besZ";0;1;0;1;in;47274731;1786599399038284177;okezonenews;https://twitter.com/okezonenews/status/1786599399038284177
Sat May 04 03:10:34 +0000 2024;1786594236827349172;"Presiden Jokowi Tekankan Pentingnya Keseimbangan Harga Pangan.  STOP SOK GANTENG Agnes Monica Pagiii Nathan Bidan https://t.co/eWdc6VAJ02";0;0;1;2;in;1751070540226576384;1786594236827349172;ProTunaa;https://twitter.com/ProTunaa/status/1786594236827349172
Sat May 04 02:47:09 +0000 2024;1786588346602647919;"@biskims Sebenarnya dalam hati ngeluh karena ngaruh ke harga dipasaran cuma selama masih ada ya mau nggak mau beli,kebutuhan pangan nggak bisa ditunda. Tinggal pintar-pintar aja nyari duit halal sambil ngatur biar cukup.";0;0;0;0;in;1347232000583692288;1786242931889992137;Brokenbtch2;https://twitter.com/Brokenbtch2/status/1786588346602647919
Sat May 04 01:54:34 +0000 2024;1786575113661595704;"Pemkot Mojokerto Gelar Operasi Pasar Gara-gara Harga Bahan Pangan Ini Melejit. 👇  Saat ini, harga bawang merah di pasaran berkisar antara Rp45 ribu sampai Rp50 ribu per kilogram. Menyikap… https://t.co/XWuY0VQtIp #PolitikPemerintahan #hargabawang #Mojokerto via @beritajatimcom";0;0;0;0;in;21287066;1786575113661595704;beritajatimcom;https://twitter.com/beritajatimcom/status/1786575113661595704
Sat May 04 01:43:33 +0000 2024;1786572340073300151;"Guna antisipasi meroketnya harga pangan di pasaran, Pemerintah RI menambah alokasi subsidi pupuk mencapai Rp 28 triliun atau 9,55 juta ton bersubsidi. https://t.co/fCwDIIEiSP";0;2;0;1;in;23343960;1786572340073300151;kompascom;https://twitter.com/kompascom/status/1786572340073300151
Sat May 04 00:24:06 +0000 2024;1786552344194560474;"Presiden Jokowi Tekankan Pentingnya Keseimbangan Harga Pangan.  STOP SOK GANTENG Jepang Bidan tulang Negara Lucu Marselino https://t.co/yeKnXoavb7";0;0;1;0;in;1754324134807625728;1786552344194560474;KemalSubianto;https://twitter.com/KemalSubianto/status/1786552344194560474
Sat May 04 00:15:48 +0000 2024;1786550258383953938;"Jokowi tingkatkan pembangunan akses menuju food estate untuk permudah mobilitas petani  foodestate pangan hargapangan ekonomi indonesia Jepang STOP SOK GANTENG Bidan Agnes Monica Negara Lucu tulang Marceng https://t.co/KHUsIGBNL4";0;2;1;98;in;1510579150779666436;1786550258383953938;DJ_ATALIACHAN;https://twitter.com/DJ_ATALIACHAN/status/1786550258383953938
Fri May 03 15:40:59 +0000 2024;1786420698866761901;"@Miduk17 Beri pensiun dan tunjangan anak kepala desa. Jangan khawatir 11.000 T yang ada di luar negeri belon di cairkan. Gak perlu khawatir wahai rakyat Kerajaan Indonesia. Sang Paduka tidak akan menaikan Pajak, BBM, Listrik dan menjamin harga pangan terjangkau  . . .   ?";0;0;0;0;in;1500469327648403457;1785997811294863861;MarsMar41947283;https://twitter.com/MarsMar41947283/status/1786420698866761901
Fri May 03 14:42:22 +0000 2024;1786405946589409661;"Nakal boleh, GOBLOK jangan. Paham gak definisi GOBLOK tu spt apa? Contoh: deket sm suami orglain = mengganggu rumahtangga orglain. Deketnya tu yg sampe chatsex gt lo, kok lebih hina drpd lonte ya.  Gak boleh gt ya. Harga bahan pangan aja naik, masak harga diri turun. Iyuuhh https://t.co/Idpv6YeL6s";0;0;0;0;in;1621822502623387651;1786405946589409661;bcnfkr111;https://twitter.com/bcnfkr111/status/1786405946589409661
Fri May 03 14:14:17 +0000 2024;1786398882425082130;"BI Jateng: Penurunan harga komoditas pangan kurangi tekanan inflasi https://t.co/Q0htNQPKs3";0;0;0;0;in;1203876160469266433;1786398882425082130;antarabiz;https://twitter.com/antarabiz/status/1786398882425082130
Fri May 03 14:08:26 +0000 2024;1786397406860554675;"Nah ini. Masalahnya, harga sandang-pangan-papan udah selangit. Belum lagi biaya untuk anak dan pensiun.";0;0;0;1;in;1364471516742623232;1786397406860554675;FJ_FAA;https://twitter.com/FJ_FAA/status/1786397406860554675
Fri May 03 13:56:52 +0000 2024;1786394496777031987;"@agoestdeepz @nialubis_ Keren Indonesia jadi macan asia, ekonomi terbaik Asia, hasil alam melimpah, sumber pangan melimpah, rakyat jantungan harga rempah dipasar.. Hahhaa.. Indonesia punya ketahanan pangan tinggi, militer tinggi, ikan bisa dicuri, hasil alam terkuras...";0;1;0;0;in;1766259721231843328;1786043225448575176;BeujrohO89614;https://twitter.com/BeujrohO89614/status/1786394496777031987
Fri May 03 13:34:00 +0000 2024;1786388744620450170;"@nialubis_ Iya dehhh. solusinya semua persoalan itu adalah bapak Anies. Tapi saya gak tahu solusi bapak Anies soal bagaimana petani sejahtera tapi harga pangan tetap murah. Mungkin kamu bisa jawab ?";0;5;0;1;in;173003275;1786343250623942792;Sir_BoyChan;https://twitter.com/Sir_BoyChan/status/1786388744620450170
Fri May 03 13:08:25 +0000 2024;1786382306686710262;"@ferrykoto @aniesbaswedan @cakimiNOW Dari kebijakan makan siang gratis aja udh aneh, pajak di naikin harga pangan di naikin hadehhh, sekarang mah org butuh kerja bukan makan siang, yg kenyang paling o";0;0;0;0;in;1505809393811566596;1786382306686710262;ZoeyaZunaira;https://twitter.com/ZoeyaZunaira/status/1786382306686710262
Fri May 03 12:34:08 +0000 2024;1786373675727597712;"@msaid_didu Jadi wajar ya, bagi yang katanya 96jt itu yang penting perutnya berisi. Makanya bansos lebih menarik dibanding pendidikan gratis, harga pangan murah karena mereka lebih suka instant lgsg ditangan. Ilmu pengetahuan yg jangka panjang cuma disukai yang mau otaknya berisi";0;0;1;3;in;199553261;1786164692479795485;msiera_274;https://twitter.com/msiera_274/status/1786373675727597712
Fri May 03 12:30:43 +0000 2024;1786372818978185337;"Kepada media pers tolong jangan tanyakan lagi sesuatu tentang bola kepada bapak presiden. Tolong desak terus kenapa harga pangan naik";0;0;0;0;in;1338349974048788482;1786372818978185337;Supaidaman18;https://twitter.com/Supaidaman18/status/1786372818978185337
Fri May 03 09:43:05 +0000 2024;1786330632811094129;"Strategi Pemerintah Menghadapi Persoalan Harga Pangan Mahal https://t.co/M8Zu3bgHyd";2;1;0;3;in;4187275698;1786330632811094129;TirtoID;https://twitter.com/TirtoID/status/1786330632811094129
Fri May 03 09:01:23 +0000 2024;1786320137479430324;"@ANAKTIRI279447 @Jumianto_RK Kalo ga bisa mengatur harga pangan, si zulhas ngapain jdi menteri, kagak guna lu zulhas.. makan gaji buta itu namanya.. asemmm, duit pajak rakyat dipake buat ngegaji org2 macam gini, herannya modelan kek gini kok ga dipecat, apa ga ada evaluasi kinerja menteri oleh presiden??";0;0;0;0;in;1463670651089207300;1784245039851516052;wayofwealth;https://twitter.com/wayofwealth/status/1786320137479430324
Fri May 03 08:39:41 +0000 2024;1786314674499465570;"Harga Komoditas Pangan Masih Tinggi, Gula Dibanderol Rp18.380 per Kilogram https://t.co/lQq0MRigLk";0;0;0;0;in;990237626;1786314674499465570;rmol_id;https://twitter.com/rmol_id/status/1786314674499465570
Fri May 03 08:32:02 +0000 2024;1786312751574667541;"@MichelAdam7__ @RanggaWijayaka Siapa yg MEMERAS ANDA  ??  KENAIKAN HARGA BERAS  KARENA SEMUA MASIH IMPORT , INDONESIA BLM BERHASIL SWASEMBADA  PANGAN DAN HARGA BERAS DUNIA NAIK, KARENA GAGAL PANEN DI CHINA DAN THAILAND.  Pemerintah mulai membangun FOOD  ESTATE UTK SWASEMBADA PANGAN.";0;0;0;0;in;878947439385780224;1785835343914393926;Tirtasurya6;https://twitter.com/Tirtasurya6/status/1786312751574667541
Fri May 03 08:18:40 +0000 2024;1786309387314942047;"Harga Komoditas Pangan Terus Meningkat, Gula Tembus ke Rp18.380 per Kilogram https://t.co/Dj47nLb3Dt #gula #Komoditas #pangan #naik";0;0;0;0;in;1507307226058223618;1786309387314942047;Jurnalpatroli_;https://twitter.com/Jurnalpatroli_/status/1786309387314942047
Fri May 03 08:06:35 +0000 2024;1786306347761627335;"Laporan Langsung dari Pasar Johar, Harga Komoditas Pangan Melambung https://t.co/Q16xO1FHfj";0;0;0;0;in;47274731;1786306347761627335;okezonenews;https://twitter.com/okezonenews/status/1786306347761627335
Fri May 03 07:53:47 +0000 2024;1786303126116688201;"@uradn @VeritasArdentur Terus bisa simulasi harga pangan dan migas dunia setelah first strike, second strike, dan third strike";0;1;0;0;in;188333311;1786268007452524567;AdlerVolantis;https://twitter.com/AdlerVolantis/status/1786303126116688201
Fri May 03 07:40:51 +0000 2024;1786299870200111120;"TVR 120 - Komisi IV DPR RI : Produksi Beras Dalam Negeri Harus Digenjot  Komisi Empat DPR RI meninjau Gudang Bulog Sangiang – Tangerang untuk memastikan ketersediaan komoditas dan harga pangan.  #TVRParlemen #livestreaming #breakingnews #DPRRI #TVR120 https://t.co/KyAR62Eym5";0;0;0;1;in;1389817105722187778;1786299870200111120;tvr_parlemen;https://twitter.com/tvr_parlemen/status/1786299870200111120
Fri May 03 07:33:06 +0000 2024;1786297918032613741;"Presiden Jokowi Tekankan Pentingnya Keseimbangan Harga Pangan.  Nathan Marselino Agnes Monica KIPK Kento Momota Egois https://t.co/AoJ6RX94Vh";0;0;1;1;in;1714913898657398784;1786297918032613741;marthahayani;https://twitter.com/marthahayani/status/1786297918032613741
Fri May 03 06:41:42 +0000 2024;1786284985772880086;"GPM Kawaluyaan dalam rangka stabilisasi pasokan dan harga pangan di jawa barat. #DKPPJabar https://t.co/u15IuOzSFx";0;0;0;1;in;823788172937019392;1786284985772880086;dkpp_jabar;https://twitter.com/dkpp_jabar/status/1786284985772880086
Fri May 03 06:26:31 +0000 2024;1786281163558162907;"@supeskrim @rahmaniarbaftim Saya lahir jaman pak Harto .. bisa kerja disebuah BUMN besar jaman pak Harto tanpa ktbelece ordal dll... Jaman pak Harto urusan perut gak boleh susah .. petani di gelontori subsidi Saprodi .. harga pangan murah .. harga2 sembako bisa dikendalikan pemerintah.... Yg Sekarang??...";0;1;0;1;in;1363646594369785859;1785804440731365603;EdWitjs;https://twitter.com/EdWitjs/status/1786281163558162907
Fri May 03 05:49:06 +0000 2024;1786271748629123482;"Daftar Harga Pangan 3 Mei 2024: Cabai Merah, Gula hingga Daging Sapi Naik https://t.co/V9jKgPCmpd";0;1;0;2;in;41730943;1786271748629123482;VIVAcoid;https://twitter.com/VIVAcoid/status/1786271748629123482
Fri May 03 05:00:11 +0000 2024;1786259438061654383;"Daftar Harga Bahan Pangan di Malang Hari Ini, 3 Mei 2024 - https://t.co/WdYrIx6rhG https://t.co/Yyz34TvxGE";0;0;0;0;in;1503950077265874947;1786259438061654383;BlokaMedia;https://twitter.com/BlokaMedia/status/1786259438061654383
Fri May 03 04:49:41 +0000 2024;1786256792789664135;"@KemensetnegRI Harga pangan sandang papan makin meroket. Biaya kuliah makin mahal. Uang nasabah hilang di Bank. Hutang menumpuk. Rupiah ambrol. Gali lobang tutup lobang. Bbm naik Listrik naik Lo pikir ini selesai dengan beras bansos ??";0;0;0;0;in;1272768497945178112;1786182658390901115;Virsi6;https://twitter.com/Virsi6/status/1786256792789664135
